name,country,difficulty,elevation (feet),elevation (meters),latitude,longitude,nearest major airport,year first climbed,continent
Dürrenhorn,switzerland,basic snow/ice climb,13238,4035,46.119774,7.848158,geneva switzerland,1858,europe
Dale Head,united kingdom,walk up,2471,753,54.527159,-3.202,manchester liverpool,,europe
Daubenhorn,switzerland,scramble,9652,2942,46.389333,7.602583,geneva or zurich,1879,europe
Demerdzhi,ukraine,walk up,4823,1470,,,simferopol,,europe
Dent Blanche,switzerland,technical climb,14291,4356,46.034283,7.611906,geneva or bern switzerland,1862,europe
Dent d' Hérens,switzerland,technical climb,13684,4171,45.969953,7.605109,geneve,1863,europe
Dent d'Oche,france,scramble,7290,2222,46.353056,6.731111,geneva,,europe
Dent de Jaman,switzerland,scramble,6152,1875,46.444963,6.975,geneva,,europe
Dent de Lys,switzerland,scramble,6608,2014,46.507634,7.002961,geneva,,europe
Dent Du Geant,france/italy,basic snow/ice climb,13166,4013,,,milan mxp,1882,europe
Dent du Requin,france,scramble,11227,3422,,,geneve,1893,europe
Dents du Midi,switzerland,walk up,10686,3257,46.1667,6.93333,geneva,,europe
Derese,slovakia,walk up,6575,2004,48.9416,19.5713,sliac tatry - poprad,,europe
Diederberge,switzerland,scramble,8812,2686,46.70074,8.63486,zürich bern,,europe
Dinara,croatia,walk up,6007,1831,44.056,16.381,zadar,,europe
Dirfys,greece,scramble,5718,1743,38.626562,23.841101,athens,,europe
Diva veza,slovakia,technical climb,7785,2373,49.177793,20.144449,poprad,1898,europe
Djengal,bulgaria,scramble,8957,2730,41.75,23.25,sofia - vrajdebna,,europe
Djeravica,serbia and montenegro,walk up,8714,2656,42.5333,20.1333,pristina,,europe
Doboshanka,ukraine,walk up,5755,1754,,,lviv,,europe
Doldenhorn,switzerland,basic snow/ice climb,11952,3643,46.468611,7.735,,,europe
Dom,switzerland,basic snow/ice climb,14911,4545,46.09256,7.858926,geneva or bern switzerland,1858,europe
Dombai-Ulgen,georgia,technical climb,13274,4046,43.2333,41.7167,tbilisi georgia,1914,europe
Dosso di Costalta,italy,scramble,6414,1955,46.131999,11.289353,,,europe
Dove Crag,united kingdom,walk up,2603,793,54.486345,-2.96751,manchester liverpool,,europe
Dragsanul,romania,walk up,6825,2080,,,bucharest,,europe
Drei Schwestern,liechtenstein,scramble,6736,2053,47.175,9.571389,friedrichshafen memmingen zürich,1870,europe
Drei Türme,austria,scramble,9285,2830,47.0167,9.81667,zurich,,europe
Dreiherrnspitze (Picco dei Tre Signori),italy/austria,basic snow/ice climb,1066,3498,47.070231,12.240522,verona bolzano innsbruck,1866,europe
Drus,france,major mountain expedition,12316,3754,45.932647,6.955547,,,europe
Dufourspitze,switzerland,basic snow/ice climb,15203,4634,45.937029,7.867623,geneva milan zurich,1855,europe
Dumbier,slovakia,,6703,2043,48.9365,19.640361,sliac poprad-tatry,,europe
Dykh-Tau,russia,technical climb,17074,5204,43.05,43.1333,moscow russia  kiev ukraine  tbilisi georgia,1888,europe
Dylewska,poland,walk up,1024,312,53.5,19.9167,,,europe
Ecrins,france,technical climb,13455,4101,44.9167,6.36667,lyon france,1864,europe
Edelweißspitze,austria,walk up,8453,2576,47.118154,12.82937,salzburg zell am see ( here only sport -planes ),,europe
Eggjenibba,norway,scramble,4390,1338,61.731315,6.459722,oslo,,europe
Eidsfjell,norway,,4373,1333,,,oslo,,europe
Eiger,switzerland,technical climb,13025,3970,46.577595,8.005171,bern switzerland,1858,europe
Eiger Rotstock,switzerland,scramble,8737,2663,46.57733,7.983928,bern switzerland,,europe
Einberg,austria,walk up,5537,1688,47.617851,13.361263,salzburg,,europe
Eisenberg,germany,,3373,1028,50.441944,12.971389,dresden,,europe
El Prau Del Fontan,spain,walk up,7756,2364,43.016823,-5.9624,oviedo and leon,,europe
"Elbrus, Mount",russia,basic snow/ice climb,18510,5642,43.355,42.4392,moscow russia kiev ukraine tbilisi georgia,1874,europe
Elidir Fawr,united kingdom,walk up,3031,924,53.131199,-4.075306,,,europe
Elke,spain,scramble,4255,1297,,,,,europe
Ellmauer Halt,austria,scramble,7690,2344,47.562222,12.303056,innsbruck,,europe
Els Encantats,spain,scramble,9012,2747,42.568854,1.015506,barcelona,,europe
Erbeskopf,germany,walk up,2684,818,49.730556,7.090556,luxembourg,,europe
"Errigal, Mount",ireland,walk up,751,229,55.033889,-8.112668,,,europe
Erymanthos,greece,scramble,7297,2224,37.91,21.84,,,europe
Erzhorn,switzerland,scramble,9593,2924,46.779278,9.677658,zuerich,,europe
Esjufjöll,iceland,,5029,1533,64.0333,-16.0667,keflavík international airport,,europe
Esk Pike,united kingdom,walk up,2903,885,54.456468,-3.17831,manchester liverpool,,europe
Espiguete,spain,walk up,8038,2450,42.945366,-4.797592,santander,,europe
"Etna, Monte",italy,walk up,10902,3323,37.75,15,catania sicily,,europe
Ettaler Mandl,germany,scramble,5413,1650,,,,,europe
Eveque,switzerland,technical climb,12192,3716,45.964307,7.502761,geneva,,europe
Eyjafjallajökull,iceland,basic snow/ice climb,1666,508,63.633,-19.6,keflavik iceland or small local airfiled pakki 10 km from peak,1777,europe
Fairfield,united kingdom,walk up,2864,873,54.4971,-2.99165,manchester,,europe
Faisten Schafberg,austria,walk up,5114,1559,47.748904,13.30513,salzburg,,europe
Falakro,greece,walk up,7323,2232,41.3167,24.0833,thessaloniki,,europe
Falkenberg,germany,walk up,2546,776,48,10,stuttgart,,europe
Fanatkogl,austria,walk up,9531,2905,47.0667,12.7,wien,,europe
Fannaraki,norway,walk up,6785,2068,61.5185,7.9167,oslo,,europe
Faulhorn,switzerland,walk up,8796,2681,46.674795,7.999506,bern switzerland,,europe
Feldberg,germany,walk up,4898,1493,47.874648,8.003411,basel/mulhouse,,europe
Fellhorn,germany/austria,walk up,5789,1764,47.609404,12.508793,munich,,europe
Festkogel,austria,walk up,9957,3035,,,innsbruck,,europe
Feuerpalfen,germany,walk up,5710,1740,47.53876,12.999573,salzburg,,europe
Fichtelberg,germany/czech republic,,3983,1214,50.429444,12.954167,dresden,,europe
Filbling,austria,walk up,4284,1306,47.790209,13.276634,salzburg,,europe
Finailspitze,austria,scramble,11535,3516,,,innsbruck austria,,europe
Finsteraarhorn,switzerland,technical climb,14019,4273,46.5333,8.13333,bern switzerland,1829,europe
Fintina,romania,scramble,7792,2375,,,sibiu,,europe
Fioraro (Monte),italy,walk up,7976,2431,46.059593,9.642434,bergamo,,europe
First Sella Tower,italy,technical climb,8310,2533,,,,1899,europe
Fläscherberg,switzerland,walk up,3724,1135,47.037617,9.507076,zurich,,europe
Flüela Schwarzhorn,switzerland,walk up,10325,3147,46.8,9.95,zurich,,europe
Flüela-Wisshorn,switzerland,scramble,10121,3085,46.7608,9.96456,zurich,,europe
Fleetwith Pike,united kingdom,walk up,2126,648,54.5167,-3.23333,manchester,,europe
Fleischbank,austria,scramble,7175,2187,47.5688,12.317,munich,1886,europe
Fletschhorn,switzerland,basic snow/ice climb,13100,3993,46.168105,8.003239,,,europe
Fluchtkogel,austria,basic snow/ice climb,11483,3500,46.857778,10.7925,innsbruck,,europe
Foel Fras,united kingdom,walk up,3091,942,53.2,-3.95,liverpool,,europe
Foel Grach,united kingdom,walk up,3202,976,53.1742,-3.96358,,,europe
Foel-goch,united kingdom,walk up,2726,831,53.127616,-4.051895,birmingham/liverpool/manchester,,europe
Folarskardsnuten,norway,basic snow/ice climb,6539,1933,60.608806,7.782249,oslo/bergen,,europe
Forqueta de Eriste,spain,walk up,9875,3010,42.631622,0.425463,toulouse,,europe
Fort William,united kingdom,basic snow/ice climb,90,27,,,,,europe
Frailon,spain,scramble,4209,1283,43.175428,-5.067322,asturias,,europe
Framu,italy,walk up,9842,3000,,,venice,1999,europe
Frostisen,norway,basic snow/ice climb,5656,1724,68.234167,17.184722,narvik,,europe
Fundelkopf,austria,scramble,7877,2401,47.110911,9.675179,munich zuerich,,europe
Furgler,austria,walk up,9856,3004,47.040278,10.511944,innsbruck,,europe
Göll,austria,scramble,8277,2523,47.594183,13.066864,salzburg,1801,europe
Gaizins,latvia,walk up,1020,311,56.8666,25.95,riga,,europe
Galasescu Mare,romania,walk up,8104,2470,45.6105,24.76943,,,europe
Galatzó,spain,scramble,3366,1026,39.6332,2.4862,palma de mallorca,,europe
Galdhøpiggen,norway,basic snow/ice climb,8100,2469,61.633,8.317,bergen or oslo norway,1850,europe
Galenstock,switzerland,scramble,11755,3583,47.0333,8.7,bern,1845,europe
Gallarraga,spain,walk up,2959,902,43.195,-3.006,bilbao,,europe
Gamila,greece,walk up,8192,2497,,,ioannina,,europe
Gamsfeld,austria,walk up,6649,2027,47.623289,13.478165,salzburg,,europe
Gamskogel,austria,scramble,9229,2813,,,insbruck,,europe
Garde de Bordon,switzerland,scramble,10860,3310,46.120782,7.597307,geneve,,europe
Garklerin,austria,walk up,8104,2470,,,innsbruck,1870,europe
Garmo Negro,spain,walk up,10010,3051,42.7766,-0.2725,zaragoza,,europe
Garnedd Uchaf,united kingdom,walk up,3038,926,53.183408,-3.965578,,,europe
Garnedd Ugain,united kingdom,walk up,3494,1065,53.075,-4.076389,manchester england,,europe
Garsellakopf,liechtenstein/austria,,6906,2105,47.170278,9.564722,zürich,,europe
Garsellikopf,switzerland,walk up,6906,2105,47.170287,9.56475,zürich / altstätten,,europe
Gausta,norway,walk up,6178,1883,,,oslo,,europe
Geisterspitze (Punta degli Spiriti),italy,basic snow/ice climb,11375,3467,46.498998,10.475167,milan,,europe
Gennerhorn,austria,walk up,5691,1735,47.674866,13.30925,salzburg,,europe
Gerlach,slovakia,scramble,8711,2655,49.15,20.0833,tatry-poprad slovakia,1855,europe
Ghiona,greece,scramble,8235,2510,,,athens,,europe
Giakupitsa,macedonia,,2540,774,47.0333,8.7,bern,1845,europe
Giewont,poland,walk up,6263,1909,49.250556,19.933889,kraków (balice),,europe
Gimpel,austria,technical climb,6916,2108,47.5007,10.6124,innsbruck munich,,europe
Gingilos,greece,scramble,6824,2080,35.2844,23.9286,chania,,europe
Giona,greece,walk up,8241,2512,,,benizelos athens,,europe
Gistola,georgia,major mountain expedition,15945,4860,42.95,43.1167,kutaisi and tbilisi airports,1937,europe
Gitschen,switzerland,scramble,8245,2513,46.877145,8.575118,zürich,,europe
Giumalau,romania,walk up,6093,1857,47.4368,25.4889,iasi airport,,europe
Gjalices,albania,scramble,8323,2537,,,tirana,,europe
Gjertvasstind,norway,scramble,7713,2351,61.4667,7.85,bergen,,europe
"Glüschaint, Piz",switzerland,basic snow/ice climb,11788,3593,46.362444,9.840139,zurich,1885,europe
Glaramara,united kingdom,walk up,2569,783,54.4846,-3.159599,manchester liverpool,,europe
Glas Maol,united kingdom,walk up,3504,1068,56.87239,-3.3682,aberdeen edinburgh glasgow,,europe
Glittertind,norway,basic snow/ice climb,8084,2464,61.65,8.55,bergen or oslo norway,1841,europe
Glockturm,austria,walk up,11001,3353,46.893056,10.665556,innsbruck,,europe
Glyder Fach,united kingdom,walk up,3248,990,53.105877,-4.003315,manchester liverpool,,europe
Glyder Fawr,united kingdom,walk up,3278,999,53.102476,-4.026833,liverpool or birmingham england,,europe
Golem Korab,macedonia/albania,,9068,2764,41.790278,20.546667,skopje,,europe
Goliam Mechi Vruh,bulgaria,walk up,8576,2614,,,sofia,,europe
Goliam Polezan,bulgaria,scramble,9354,2851,41.725077,23.495808,sofia,,europe
Goliam- Perelik,bulgaria/greece,,7188,2191,,,,,europe
Golz,austria,walk up,6575,2004,46.6667,13.35,klagenfurt,,europe
Gonzen,switzerland,walk up,6004,1830,47.068442,9.434987,zurich,,europe
Gorbeia,spain,walk up,4859,1481,43.0333,-2.78333,bilbao,,europe
Gorc,poland,walk up,4029,1228,49.3354,20.151,krakow (balice),,europe
Goverla,ukraine,walk up,6762,2061,,,ivano-frankivsk,,europe
Gr. Hundstod,austria/germany,walk up,8505,2592,47.512563,12.88559,salzburg,1825,europe
Gr. Rauhenkopf,germany,walk up,5265,1605,47.675097,12.974339,salzburg,,europe
Gráfelli,faroe islands,walk up,2808,856,62.311109,-6.99867,tórshavn,,europe
"Grépon, Aiguille Du",france,technical climb,11424,3482,,,gen˶e,1881,europe
Grünstein,germany,walk up,4277,1304,47.588336,12.958031,salzburg,,europe
Grünten,germany,,5702,1738,47.556604,10.319595,memmingen,,europe
Gran Paradiso,italy,basic snow/ice climb,13323,4061,45.5177,7.2678,turin italy,1860,europe
Gran Zebrù,italy,basic snow/ice climb,12634,3851,46.4786,10.5685,milan,1854,europe
Granatspitze,austria,,10125,3086,47.124722,12.591944,salzburg,,europe
Granaty,poland,,7287,2221,49.231944,20.033333,krakow,1867,europe
Grand Ballon,france,walk up,4672,1424,47.75,7.33333,strassbourg,,europe
Grand Capucin,france/italy,technical climb,12592,3838,45.853658,6.897693,aosta torino,1924,europe
Grand Combin,switzerland,basic snow/ice climb,14154,4314,45.937228,7.298906,geneva switzerland,1857,europe
Grand Cornier,switzerland,basic snow/ice climb,12995,3961,46.052222,7.611667,geneva,1865,europe
Grand Ferrand,france,,7,2,,,grenoble,,europe
Grand Muveran,switzerland,scramble,10010,3051,46.2333,7.11667,geneva,,europe
Grand Pic de Belledonne,france,technical climb,9767,2977,45.166709,5.093949,grenoble,1859,europe
Grand Veymont,france,walk up,7680,2341,44.87,5.526944,grenoble,,europe
Grande Casse,france,basic snow/ice climb,12638,3852,45.405278,6.8275,geneva or grenoble,1860,europe
Grande Rocheuse,france,basic snow/ice climb,13458,4102,45.934574,6.972918,chamonix france,1865,europe
Grande Ruine,france,basic snow/ice climb,12352,3765,44.967222,6.329722,grenoble torino,,europe
Grande Sure,france,walk up,6299,1920,45.3371,5.7035,grenoble saint geoirs,,europe
Grandes Jorasses,france,technical climb,13806,4208,45.8667,6.98333,geneva switzerland,1868,europe
Grasmoor,united kingdom,walk up,2791,851,54.571111,-3.279167,manchester,,europe
Great End,united kingdom,walk up,2985,910,54.4649,-3.19414,manchester,,europe
Great Gable,united kingdom,walk up,2949,899,54.4821,-3.21927,manchester,,europe
Great Sugar Loaf,ireland,walk up,1650,503,53.154101,-6.15,dublin,,europe
Grenzgipfel,switzerland,basic snow/ice climb,15151,4618,45.936798,7.868086,geneva,,europe
Grey Friar,united kingdom,walk up,2536,773,54.394505,-3.138653,liverpool manchester,,europe
Grigna Meridionale,italy,walk up,7142,2177,46,9.36667,milan and bergamo,,europe
Grigna settentrionale,italy,walk up,7907,2410,45.953333,9.3875,malpensa (milan),,europe
Grisedale Pike,united kingdom,walk up,2595,791,54.590519,-3.24273,manchester liverpool,,europe
Grivola,italy,scramble,13022,3969,45.595798,7.257581,turin,1859,europe
Grnegghorn,switzerland,basic snow/ice climb,12664,3860,,,,,europe
Groþer Moosstock,italy,scramble,10036,3059,,,insnbruck or bozen / bolzano,,europe
Großer Bruder,austria,walk up,6151,1864,47.631966,12.786884,salzburg,,europe
Großer Rettenstein,austria,scramble,7749,2362,47.333704,12.296448,munich,2009,europe
Großer Rettenstein,austria,,7749,2362,47.19,12.17,salzburg,,europe
Gropsoarele,romania,walk up,6178,1883,,,bucharest,,europe
Groser Moseler,austria/italy,basic snow/ice climb,11417,3480,,,innsbruck,,europe
Gross Fiescherhorn,switzerland,basic snow/ice climb,13284,4049,46.551187,8.061304,bern switzerland,1862,europe
Gross Furkahorn,switzerland,technical climb,10397,3169,46.596583,8.41025,zurich or geneva,1896,europe
Gross Muttenhorn,switzerland,scramble,10167,3099,46.546528,8.427222,zurich or geneva,1864,europe
Gross Walenstock,switzerland,scramble,8438,2572,46.85708,8.41959,zürich,,europe
Gross-Grünhorn,switzerland,basic snow/ice climb,13268,4044,46.531705,8.077784,,,europe
Grosse Fermeda,italy,technical climb,9426,2873,,,innsbruck,1887,europe
Grosser Bettelwurf,austria,walk up,8940,2725,47.35,11.5167,innsbruck,1855,europe
Grosser Diamantstock,switzerland,scramble,10374,3162,46.592417,8.243278,zurich or geneva,1890,europe
Grosser Inselsberg,germany,walk up,9165,2793,50.85111,10.46583,,,europe
Grosser Kinigat,austria,walk up,8822,2689,,,bozen/bolzano,,europe
Grosser Krottenkopf,austria,scramble,8714,2656,47.312439,10.355515,memmingen insbruck,1864,europe
Grosser Priel,austria,walk up,8251,2515,47.716944,14.063333,linz,1817,europe
Grosses Tragl,austria,walk up,7149,2179,47.616667,14.033333,linz,,europe
Grosses Wiesbachhorn,austria,scramble,11693,3564,47.156893,12.755256,salzburg,,europe
Grossglockner,austria,basic snow/ice climb,12461,3798,47.0667,12.7,innsbruck or salzburg austria,1800,europe
Grosslitzner,austria,technical climb,10200,3109,46.886361,10.0385,zurich,,europe
Grossvenediger,austria,basic snow/ice climb,12054,3674,47.1,12.35,innsbruck or salzburg austria,1841,europe
Grytfoten,norway,,3343,1019,65.4466,12.0225,sandnessjøen lufthavn stokka,,europe
Gschnitzer Tribulaun,austria,scramble,9665,2946,,,innsbruck,1872,europe
Gspaltenhorn,switzerland,technical climb,11273,3436,46.511389,7.827778,zurich or geneva,1869,europe
Guajara,spain,walk up,8907,2715,28.21661,-16.61154,tenerife south,,europe
Guffert,austria,walk up,7201,2195,47.546944,11.789167,innsbruck,,europe
Gumatchi,russia/georgia,basic snow/ice climb,12500,3810,,,mineralje vody,1937,europe
Gun,united kingdom,walk up,1257,383,,,manchester,,europe
Gun Hill,united kingdom,walk up,1224,373,53.150556,-2.046389,manchester,,europe
Guslarspitzen,austria,scramble,10325,3147,46.8617,10.8333,innsbruck,1848,europe
Gwächtenhorn,switzerland,,10381,3164,46.60346,8.092632,bern switzerland,,europe
Hårteigen,norway,scramble,5545,1690,60.1833,7.06667,bergen,1812,europe
Habicht,austria,scramble,10728,3270,47.043657,11.289379,insbruck,,europe
Hafner,austria,scramble,10092,3076,,,salzburg,,europe
Haiduta,bulgaria,scramble,8087,2465,,,sofia,,europe
Halti,finland,walk up,4357,1328,69.322633,21.279947,enontekiö,,europe
Hammerspitze,austria,walk up,8409,2563,47.333333,10.2,innsbruck,,europe
Hamperokken,norway,scramble,4606,1404,69.566594,19.343509,bodo,,europe
Hangerer,austria,walk up,9908,3020,46.835301,11.018085,munchen,,europe
Hannibal Turm,switzerland,technical climb,9455,2882,46.603281,8.415589,berna lugano,1995,europe
Harrison Stickle,united kingdom,walk up,2403,736,54.457294,-3.109955,manchester,,europe
Hart Crag,united kingdom,walk up,2698,822,54.492527,-2.975836,manchester liverpool,,europe
Harter Fell,united kingdom,walk up,2552,778,54.476222,-2.835503,manchester liverpool,,europe
Hasenfluh,austria,scramble,8314,2534,47.881192,10.148583,zurich,,europe
Haut de Cry,switzerland,technical climb,9741,2969,46.24,7.19,geneva,,europe
Haytor,united kingdom,walk up,1499,457,50.589231,-3.748569,exeter,,europe
Hekla,iceland,walk up,4892,1491,64.0167,-19.65,reykjavik iceland,,europe
Helags,sweden,,5896,1797,62.904926,12.44794,ostersund,,europe
Helmos,greece,walk up,7726,2355,37.973889,22.206944,athens,,europe
Helvellyn,united kingdom,walk up,3117,950,54.527,-3.01752,manchester / leeds & bradford,1806,europe
Helvetestinden,norway,walk up,1988,606,67.981279,12.981367,bodo,,europe
Herðubreið,iceland,,5518,1682,65.18,16.34,akureyri,1908,europe
Hergest Ridge,united kingdom,walk up,1398,426,52.2054,-3.0814,,,europe
Hermansdaltinden,norway,,3392,1034,,,,,europe
Hestbrepiggane,norway,basic snow/ice climb,7077,2157,,,oslo,,europe
